electricity,sqft,retrofit,temp
614.2075334687801,894.0,1.0,77.39
614.8204508625136,1029.0,1.0,80.03
615.0091909303346,958.0,1.0,79.11
615.4644917967289,943.0,1.0,80.38
616.0850484313926,865.0,1.0,80.19
616.1126357841124,866.0,1.0,81.17
616.9920293216027,933.0,1.0,77.43
617.24139901239,999.0,0.0,78.49
619.1685728246333,984.0,1.0,78.29
619.7286734530777,1314.0,1.0,77.97
620.4708283486526,1128.0,0.0,76.23
620.7642192294546,872.0,1.0,78.74
621.049070198368,936.0,0.0,81.97
622.1074407657284,911.0,0.0,79.05
624.121178632525,854.0,0.0,78.82
625.1001705076005,956.0,1.0,79.6
626.1744553015849,978.0,1.0,76.98
626.7646756580903,797.0,0.0,78.24
627.0336519424886,866.0,1.0,80.57
627.2246117622041,862.0,1.0,82.04
628.2479329677119,983.0,1.0,81.07
628.7948020770582,979.0,1.0,79.22
629.4044668124853,817.0,1.0,80.55
629.8549678326228,999.0,0.0,77.38
630.2626370276381,953.0,1.0,76.67
630.9990322063893,1016.0,1.0,81.85
632.947755050425,836.0,1.0,80.79
634.9055804483661,847.0,0.0,81.22
635.81857293057,1035.0,1.0,75.24
635.9455984523862,842.0,0.0,77.4
636.2465368152831,919.0,1.0,81.47
637.634983011377,930.0,0.0,80.09
637.9456155086391,1007.0,1.0,79.35
638.2558269721322,946.0,1.0,80.8
639.1171791542348,976.0,0.0,79.81
641.5806521150192,807.0,1.0,78.89
643.2501330611703,913.0,1.0,79.14
643.7782881057749,869.0,0.0,80.04
644.6079594900898,1088.0,1.0,78.19
645.0782494022053,886.0,0.0,81.94
645.7060264135122,989.0,0.0,80.2
647.0100839891732,892.0,1.0,80.11
648.0159966513696,944.0,1.0,82.57
648.8789880236284,1011.0,0.0,76.96
649.7996980428951,1025.0,1.0,76.25
650.4194936159969,956.0,1.0,79.35
650.8131349010963,919.0,1.0,80.87
650.9092221687124,1104.0,1.0,83.81
651.3144771510905,879.0,1.0,79.08
653.5235415045236,1029.0,1.0,78.14
653.9534497069345,869.0,0.0,77.31
654.0561849482436,1005.0,1.0,81.19
654.8201892328199,732.0,0.0,78.79
658.3946386127349,1110.0,1.0,80.07
658.7779173907085,1092.0,1.0,78.57
659.3240860497882,1079.0,1.0,78.79
659.3717446110517,1032.0,1.0,77.68
661.3628882277086,1108.0,0.0,79.06
661.839311694853,896.0,1.0,83.75
661.9775619940592,927.0,1.0,76.04
662.1231918838547,973.0,1.0,77.29
662.1485891925652,849.0,1.0,83.41
662.2641290147197,1022.0,1.0,79.85
662.5952767497866,1092.0,1.0,78.49
663.1780370011602,965.0,1.0,81.23
663.9927154380405,914.0,1.0,79.15
664.2590986457614,1120.0,1.0,79.79
664.5615374688425,926.0,1.0,78.53
664.7587575235043,937.0,1.0,79.87
664.780114384086,1030.0,0.0,78.63
665.010340124287,1060.0,1.0,81.07
665.1226334204183,1009.0,1.0,78.35
665.4849203030263,969.0,0.0,81.39
665.4877673057176,926.0,1.0,81.56
665.5866171165134,866.0,1.0,77.77
666.0397372372719,1117.0,1.0,78.58
666.4086616719591,1047.0,0.0,75.39
667.0564508064128,1005.0,1.0,82.01
667.9943723971808,1008.0,0.0,80.79
668.3184090461194,1123.0,1.0,77.67
668.989224943856,953.0,1.0,80.37
669.6956238657017,919.0,0.0,78.27
670.2673409892235,832.0,0.0,80.0
671.5642363239459,822.0,0.0,75.89
672.8923075376598,1006.0,1.0,80.05
673.5073089458751,1028.0,0.0,80.08
673.9178110820538,902.0,1.0,74.49
674.1548030681469,858.0,1.0,82.8
674.4205789121776,947.0,1.0,80.89
676.3639276815873,912.0,1.0,79.9
677.6045161033604,876.0,0.0,78.76
678.1219807846095,889.0,1.0,79.77
678.307013361695,954.0,0.0,78.19
678.6414825434089,1005.0,1.0,80.63
679.1443268062097,948.0,0.0,81.68
679.1962338949752,953.0,1.0,82.34
681.5219337339363,933.0,1.0,77.08
682.0368373998906,783.0,0.0,79.43
682.2639383001277,969.0,1.0,81.5
686.5808055670385,906.0,1.0,78.32
686.637158541127,788.0,0.0,81.92
687.679381054635,869.0,0.0,82.07
689.2132796472924,1007.0,0.0,81.82
689.2985008153328,1119.0,1.0,78.76
690.2958657294362,1000.0,1.0,77.98
690.5033403476036,972.0,0.0,78.77
690.8265047844412,903.0,0.0,80.27
690.8641974200553,1005.0,0.0,84.36
691.0803989869736,1062.0,1.0,79.25
692.4374420952073,945.0,1.0,81.4
693.5620802547242,916.0,0.0,79.48
694.3913846180428,1029.0,0.0,76.62
694.6463240380172,929.0,1.0,79.83
695.8654944810216,953.0,1.0,79.47
695.9623629079636,921.0,1.0,83.39
696.2519398468205,838.0,1.0,82.2
696.7716107990444,915.0,0.0,80.83
697.2444644774232,1033.0,1.0,81.97
698.4717429738857,979.0,1.0,81.34
698.8576539930298,978.0,0.0,79.48
699.1250086979677,989.0,1.0,84.85
699.5075543738114,1199.0,1.0,80.89
699.7741411855665,1058.0,1.0,80.79
700.5401686444952,952.0,1.0,77.94
700.5563676236172,1102.0,1.0,76.35
700.6626752205771,934.0,0.0,79.12
700.6703759714916,1098.0,1.0,77.2
701.0418964784673,1109.0,1.0,78.48
701.3094458661122,1126.0,0.0,81.06
701.4182475668906,796.0,0.0,82.25
701.603085731906,954.0,1.0,79.15
701.7458265948812,913.0,0.0,79.41
701.7574498848933,800.0,0.0,80.08
702.0091086869153,927.0,0.0,82.11
702.5675906234519,962.0,0.0,81.88
702.7614111127888,1088.0,1.0,82.04
702.8348169317238,960.0,0.0,79.73
702.9757827079635,1074.0,1.0,79.73
702.9758430688385,969.0,0.0,80.33
703.9357411011504,1020.0,1.0,79.46
704.005078236717,1011.0,1.0,78.29
704.2245205404802,979.0,0.0,78.88
704.4890377885965,994.0,1.0,81.06
705.0689139873391,1117.0,0.0,81.32
705.7133327984953,952.0,0.0,78.02
705.896360468083,924.0,1.0,82.43
707.4198777483916,1043.0,1.0,74.85
707.7088604616072,998.0,0.0,77.66
707.8816785083816,1043.0,0.0,78.78
708.2266832307329,1190.0,1.0,79.04
708.8157852997716,992.0,1.0,79.43
708.8230356034376,939.0,0.0,80.2
709.1226284474989,871.0,0.0,74.72
709.7660106637863,941.0,0.0,81.83
710.3314218055483,797.0,0.0,82.56
710.6694889933694,922.0,1.0,80.19
711.4583589995854,999.0,0.0,77.85
712.3875474402076,781.0,0.0,77.73
712.9888843996024,879.0,0.0,81.93
713.621350838012,1115.0,1.0,77.3
713.6419135610411,1082.0,1.0,80.4
713.6627155033786,937.0,1.0,78.23
714.491476640672,1034.0,1.0,80.98
715.0245121289487,1028.0,1.0,81.4
716.3903805382841,962.0,1.0,77.02
716.4894047884947,1037.0,1.0,81.59
717.4667291494487,1017.0,1.0,82.25
718.0741960846735,838.0,0.0,80.71
718.833504711257,1008.0,1.0,79.4
719.2061435514669,976.0,0.0,83.17
719.4468571751048,1065.0,0.0,79.21
719.6673467365947,954.0,0.0,75.95
720.7850482853987,956.0,0.0,78.7
720.9863861393027,1007.0,0.0,78.58
721.0150053987554,1108.0,1.0,82.1
721.3110264937984,920.0,1.0,80.94
721.8736766953084,946.0,1.0,78.48
722.1681796233005,990.0,1.0,77.39
722.3066649131985,897.0,0.0,79.79
722.8423181899311,943.0,0.0,80.5
723.043375994098,1077.0,1.0,81.83
723.1422837149132,1096.0,1.0,79.6
723.7026621460689,1041.0,1.0,78.61
724.2832828220529,955.0,1.0,78.9
724.8163677320246,1114.0,1.0,80.62
725.4877131517983,1071.0,1.0,80.61
725.8320368299765,948.0,0.0,81.56
726.4042734017314,1052.0,0.0,82.68
726.5906303463997,995.0,0.0,80.1
726.9852010382488,839.0,0.0,79.38
727.4276441321242,886.0,0.0,78.38
727.7849856175202,1003.0,1.0,77.8
728.0492158050677,983.0,0.0,77.64
728.6923982583768,976.0,0.0,80.96
730.6844743635637,1113.0,1.0,80.78
730.969412730179,1063.0,1.0,78.73
731.6213314713159,758.0,0.0,81.49
732.2688111849479,1082.0,1.0,77.45
732.381727713402,894.0,0.0,80.41
733.1015445559249,976.0,0.0,79.82
733.3932790252846,979.0,1.0,80.06
733.801271124351,917.0,0.0,82.39
734.2162828988332,1058.0,0.0,76.38
734.3068462147771,941.0,0.0,81.21
734.4965004335156,936.0,1.0,80.6
734.9533848293684,993.0,1.0,79.66
735.0035901669191,1068.0,0.0,80.59
735.1232274346985,1191.0,1.0,83.19
735.2709469011868,1028.0,1.0,80.07
735.895501998831,1113.0,1.0,79.93
736.2839788457477,977.0,0.0,80.76
736.8334315165944,1091.0,0.0,80.42
738.0186364032851,1017.0,0.0,77.25
738.6199339156581,1003.0,1.0,80.05
738.8570831535384,1035.0,1.0,80.93
738.911003463198,1101.0,0.0,77.31
739.0818503748221,904.0,1.0,80.36
739.7097600483527,930.0,0.0,78.92
739.9199613274151,1003.0,1.0,81.23
740.962282577754,1168.0,1.0,79.18
741.9991860730726,858.0,0.0,80.88
742.4648577359427,1038.0,0.0,81.69
742.8439088643285,1203.0,1.0,78.69
743.1547054126631,953.0,0.0,79.13
743.4664817304061,1135.0,1.0,79.72
743.548927485617,1043.0,1.0,80.85
743.9140395949004,930.0,0.0,80.9
746.0537425649562,989.0,1.0,77.78
746.3597512165269,994.0,1.0,81.04
748.5147525326987,1021.0,1.0,83.0
749.1689617937118,1095.0,1.0,79.13
749.6902625051214,939.0,1.0,81.81
749.8105966000047,918.0,0.0,79.72
750.1962003350396,1075.0,0.0,82.36
750.3633247382289,1019.0,0.0,80.95
752.8852751697294,966.0,1.0,80.92
753.0122645476362,940.0,1.0,77.87
753.1558549909739,865.0,0.0,83.88
753.7238364726019,1053.0,1.0,78.96
754.6594968405425,1153.0,0.0,76.6
754.7909360206789,1103.0,1.0,74.51
755.8873533437755,865.0,0.0,82.69
758.0447014413462,1073.0,1.0,81.43
759.4471502335217,1057.0,1.0,79.93
759.5962360621467,1041.0,0.0,81.45
759.6639872099386,1182.0,1.0,78.25
759.7784053440157,1141.0,1.0,79.27
760.1792802945653,999.0,1.0,82.19
761.0168588966816,1082.0,0.0,80.7
761.2586187718313,937.0,1.0,80.36
762.1401325156197,923.0,0.0,82.34
763.2787575826092,1039.0,0.0,80.23
763.6893545569038,1177.0,1.0,78.71
763.9669322193105,1025.0,0.0,78.84
764.5065531448649,1159.0,1.0,82.72
764.916771050832,947.0,1.0,79.29
765.0607562704961,1192.0,1.0,78.62
766.3369230906211,1096.0,0.0,83.79
766.9641170106387,882.0,0.0,83.64
767.1958880323191,1097.0,0.0,79.63
767.7842425558523,1135.0,0.0,83.98
768.3677439696545,1065.0,1.0,79.29
768.6963227431172,899.0,1.0,78.98
768.9368081036081,1002.0,1.0,76.59
769.1711113542216,1055.0,1.0,80.52
769.6171613355878,842.0,0.0,80.17
770.1201914256651,957.0,0.0,83.36
770.2734535869934,1031.0,0.0,79.25
770.850968524071,927.0,0.0,79.52
770.9728426307727,959.0,0.0,78.45
772.3044075581392,1008.0,0.0,79.84
772.3634255747138,969.0,0.0,77.04
773.580907965394,991.0,1.0,77.31
774.1374092217442,1159.0,1.0,79.5
774.3533164544821,1030.0,0.0,81.38
774.9791627144888,1034.0,0.0,80.99
775.5471518639836,1009.0,1.0,81.06
775.5541870814824,994.0,0.0,78.96
776.545393132474,971.0,0.0,83.82
776.7280944326126,1032.0,0.0,79.24
777.5609194681357,1061.0,0.0,83.55
779.3981364542434,1167.0,1.0,82.41
779.4693580405838,1038.0,1.0,81.07
780.1294672072814,978.0,0.0,74.89
780.345980122537,1107.0,1.0,80.54
780.9964158781955,1005.0,0.0,80.84
781.3180423771013,988.0,0.0,80.84
781.5087224622746,954.0,0.0,76.68
781.98617668172,975.0,1.0,84.55
782.2372280481833,1061.0,0.0,77.22
782.6808873779742,1058.0,1.0,79.39
783.4760560223679,1004.0,1.0,79.01
783.846655120654,1089.0,1.0,76.57
784.0044987219306,1076.0,1.0,85.1
784.3384023572175,1025.0,0.0,78.94
784.3436055972205,1127.0,0.0,78.88
784.3661927994369,989.0,0.0,80.98
784.3711489785538,1067.0,1.0,81.25
785.0305652749537,953.0,0.0,86.14
785.1586562798049,1174.0,1.0,77.46
785.2666688941933,1023.0,0.0,83.1
786.6268953091028,1116.0,0.0,82.08
787.9956345654799,1041.0,0.0,77.81
788.8259574543023,1006.0,0.0,76.93
789.139295416454,994.0,1.0,82.55
791.1698818967279,1028.0,0.0,80.22
791.3355166624085,1059.0,1.0,77.75
792.6662361504566,959.0,0.0,80.76
792.7680843350704,893.0,0.0,77.87
793.0624312071935,987.0,0.0,78.26
794.3188694029374,1024.0,0.0,83.65
794.8583426980779,1074.0,0.0,82.57
795.0696818243007,987.0,0.0,78.42
795.2353664532369,1029.0,1.0,78.98
795.8421530822031,960.0,0.0,78.67
796.7618249986115,937.0,0.0,78.28
797.4951634339615,1057.0,0.0,79.88
797.9831659499823,1057.0,0.0,77.68
798.0743483183436,1038.0,0.0,77.76
798.4917357828334,998.0,0.0,76.4
798.8753352840312,1062.0,1.0,78.8
799.0824137164304,1051.0,0.0,79.99
799.2752148102661,1079.0,0.0,79.11
800.8801469907015,1079.0,0.0,79.76
801.1838581204438,1039.0,1.0,84.08
801.1957921657338,1180.0,0.0,76.38
804.5691476514845,1168.0,0.0,79.45
804.8176040150113,1010.0,0.0,81.21
805.3900755576368,1076.0,0.0,84.1
806.0676494915691,1090.0,1.0,79.64
807.854700740888,1036.0,1.0,76.71
808.2405352810183,1023.0,0.0,83.27
809.2268273029251,1059.0,0.0,83.95
809.8232611430818,1051.0,1.0,80.6
810.0695076823375,1048.0,0.0,79.59
810.0754940754412,1061.0,0.0,79.66
810.9312679287385,955.0,0.0,85.37
811.6522457546761,1038.0,0.0,77.94
812.8202615050632,1051.0,0.0,82.17
813.6533145977602,1107.0,0.0,83.57
813.69873605059,1097.0,0.0,82.67
814.1600323462055,980.0,0.0,84.64
814.4369004791762,1013.0,0.0,79.5
814.4824967011322,1058.0,0.0,83.81
815.4540481534956,1102.0,0.0,81.34
816.1388788844594,908.0,0.0,80.54
816.3186955910735,1019.0,0.0,76.84
816.7907461158239,1083.0,0.0,78.66
817.4629417255683,1151.0,1.0,77.93
819.1694861485238,1069.0,0.0,80.27
819.5485566623364,998.0,0.0,78.45
819.8950230129383,1084.0,0.0,77.89
820.0591784482159,1058.0,1.0,78.39
821.3410727805976,1081.0,0.0,81.81
821.4916084474942,1017.0,1.0,81.93
822.1054571093101,1183.0,0.0,82.53
822.3264424199559,1130.0,1.0,81.41
823.328334131407,992.0,0.0,80.56
823.5130514296429,1062.0,0.0,82.04
824.3362508562747,1086.0,1.0,81.32
824.8368155076341,1019.0,0.0,77.52
824.8641152941034,1035.0,0.0,81.91
825.445934149424,1033.0,0.0,78.01
826.8056418435957,1004.0,0.0,78.25
828.1547796685618,1339.0,0.0,82.76
828.4110125448611,1128.0,1.0,82.39
829.1499832614035,975.0,0.0,77.15
831.3653887835412,1214.0,0.0,78.21
831.774244201176,1120.0,0.0,79.48
832.2952441980032,1039.0,0.0,81.56
832.4621183572077,1092.0,0.0,79.11
833.715371754808,1030.0,0.0,82.03
833.7201785661042,1069.0,0.0,81.53
834.7883401996836,1169.0,0.0,81.46
836.5373901186281,961.0,0.0,80.42
836.8798950043412,1275.0,1.0,80.46
837.2464930013299,1027.0,0.0,75.68
838.4129532457384,1051.0,0.0,80.16
838.4203000346215,999.0,0.0,82.12
840.6573898058576,984.0,0.0,81.15
844.5349547844452,943.0,0.0,76.79
845.8411919345164,957.0,0.0,80.85
845.9057782863046,1066.0,0.0,81.02
846.4399338696719,1005.0,0.0,84.2
846.8787327679152,1146.0,1.0,79.38
848.5194580417606,1058.0,0.0,83.86
850.1867661906542,1043.0,1.0,80.19
851.0040833215907,1113.0,0.0,76.53
851.5938476595821,1035.0,0.0,80.77
856.1388048640449,1065.0,0.0,80.6
857.7584277613529,1157.0,0.0,81.88
858.9406885854738,1023.0,0.0,80.85
860.8007906549632,1090.0,1.0,82.7
863.9171484285588,1229.0,0.0,79.94
864.3752859030933,978.0,0.0,83.46
865.4734075929099,1103.0,0.0,78.07
866.9964908073343,1238.0,1.0,78.86
868.5755040280851,942.0,0.0,83.36
872.9266876583025,1092.0,0.0,83.39
877.1897886379452,1175.0,0.0,78.69
878.8627307242257,1028.0,0.0,78.31
878.9197986484858,1112.0,0.0,76.75
879.6132021173155,1121.0,0.0,80.07
879.9083082747736,1001.0,0.0,84.57
890.3226194466356,1103.0,1.0,77.94
891.7309134145914,1009.0,0.0,76.39
892.3881268474147,1011.0,0.0,80.21
893.7769947965738,1043.0,0.0,80.54
898.1312822984949,1086.0,0.0,77.5
898.7964747103208,1092.0,0.0,78.73
900.3492565265631,1084.0,0.0,79.79
900.9344724851493,1146.0,0.0,79.32
902.939481812118,1062.0,0.0,79.83
905.7824435571756,1233.0,1.0,84.67
907.6934524738973,1064.0,0.0,77.95
912.6495186315808,1282.0,0.0,78.5
915.1119716610157,1172.0,0.0,77.63
921.6471031082139,1120.0,0.0,79.04
921.6624533318675,1122.0,0.0,82.53
922.8903171981331,1149.0,0.0,75.07
925.8666989257359,1136.0,0.0,73.88
928.0896730041009,1239.0,0.0,79.87
930.234974562243,1120.0,0.0,80.07
931.3192717458658,1083.0,0.0,80.12
934.334704859186,1173.0,0.0,79.76
937.6571155512247,1143.0,1.0,81.4
938.7113405743946,1186.0,0.0,79.42
940.0478269149543,1021.0,0.0,76.62
948.109369889953,991.0,0.0,84.22
954.4105599124417,926.0,0.0,80.65
955.2077014141581,1165.0,0.0,83.8
962.2210926233017,1116.0,0.0,81.17
973.7178534894954,1164.0,1.0,80.14
973.9991322986477,1170.0,0.0,81.18
974.647509483466,1270.0,0.0,80.02
974.6755519166733,1218.0,0.0,79.09
980.138861810925,1733.0,1.0,80.31
984.0633871956279,1471.0,1.0,81.92
985.3714699831035,1142.0,0.0,79.62
1002.3314804966656,1062.0,0.0,75.99
1012.5092354083451,1090.0,0.0,79.71
1014.2159748761995,1328.0,0.0,79.82
1038.923222825624,1182.0,0.0,82.4
1061.3635438896472,1886.0,1.0,81.56
1062.0732975029368,1785.0,1.0,77.44
1071.7900711509633,1621.0,1.0,79.39
1071.92932343538,1699.0,1.0,80.44
1072.9027241496265,1545.0,1.0,79.64
1073.2508468321626,1680.0,1.0,80.31
1100.659272877269,2265.0,1.0,83.2
1105.6169670578747,1702.0,1.0,75.15
1111.2633318451076,1657.0,1.0,79.97
1135.3957229376283,2085.0,0.0,81.78
1141.9333524346705,2125.0,1.0,79.49
1144.5506704350705,1979.0,1.0,80.91
1146.2180857114363,1750.0,1.0,78.63
1155.1641577047178,1972.0,1.0,77.96
1157.364650595741,1932.0,1.0,82.87
1157.933250168188,1953.0,1.0,81.25
1158.4882827564902,2185.0,1.0,80.96
1164.2963083826503,1740.0,0.0,78.62
1165.4030143353923,1957.0,1.0,79.96
1168.9522733127033,2056.0,1.0,76.95
1169.381682873665,1867.0,1.0,82.0
1171.1638738497927,2235.0,1.0,75.92
1175.8987441434865,1816.0,1.0,79.93
1181.6428589781863,1769.0,1.0,82.54
1181.6985364819743,1752.0,1.0,76.32
1183.772971816859,1792.0,1.0,77.77
1187.6202643369209,1982.0,1.0,81.3
1188.9868153957366,1790.0,1.0,77.65
1193.8409749266448,1996.0,1.0,80.73
1197.5727833395138,1956.0,1.0,76.42
1199.4009955451008,1726.0,1.0,83.15
1211.2908631101438,2246.0,1.0,79.97
1216.1928373837452,1614.0,1.0,78.47
1216.634337971252,2012.0,1.0,80.44
1217.928762915883,1929.0,1.0,80.41
1223.9499322019906,2012.0,1.0,83.2
1225.0101440621593,1593.0,0.0,81.67
1229.25730318608,2202.0,1.0,80.57
1230.8811380888303,2218.0,1.0,82.61
1231.9087512507347,1874.0,1.0,80.6
1232.6679165317835,2123.0,1.0,79.83
1238.2391750258564,2028.0,1.0,83.53
1238.8853698366659,2008.0,1.0,76.75
1239.9395827071662,2015.0,1.0,76.77
1241.5057829096816,2237.0,1.0,80.89
1242.833942861002,2008.0,1.0,83.01
1247.7119138497583,1787.0,0.0,80.51
1249.6551712060532,1914.0,1.0,79.71
1249.7557882122003,2068.0,1.0,78.46
1252.430280700564,2210.0,1.0,78.3
1254.654617088903,1981.0,1.0,80.72
1255.406482980476,2163.0,0.0,79.15
1258.028919224991,1829.0,1.0,80.67
1259.3036622969894,1994.0,1.0,81.16
1259.8593347115368,1852.0,1.0,81.52
1260.21118094117,1846.0,0.0,83.55
1263.3448873243963,2204.0,0.0,81.8
1270.401922767373,2519.0,1.0,82.54
1271.4466451747755,1958.0,1.0,83.52
1273.1540819401046,2166.0,1.0,83.26
1274.2363286094387,1872.0,0.0,79.66
1274.276240598316,2337.0,1.0,80.11
1275.2891181389787,2174.0,0.0,80.96
1275.6060633348366,1670.0,0.0,80.01
1276.5079244833123,1982.0,1.0,81.12
1277.203111385217,2043.0,0.0,81.12
1280.3374304385645,1861.0,1.0,82.58
1284.237789974419,2388.0,0.0,81.63
1295.687681307679,1826.0,1.0,78.71
1296.5847422755505,2070.0,0.0,79.41
1297.2526907048004,2044.0,0.0,77.91
1299.9692681599322,1974.0,1.0,78.94
1303.269024876255,2114.0,0.0,80.11
1303.9134893961677,2315.0,1.0,83.26
1304.0913643648666,2074.0,1.0,79.69
1305.458114327784,2001.0,1.0,77.3
1305.8678710428399,1945.0,0.0,81.09
1307.3747444889777,2068.0,0.0,79.53
1309.0313852391696,2429.0,1.0,82.02
1313.8897981941848,1491.0,0.0,76.66
1314.4244736466699,2130.0,0.0,81.37
1321.2297986241424,1888.0,1.0,84.22
1321.5897779528304,2085.0,1.0,78.74
1322.4736071263317,2067.0,1.0,78.76
1322.7273847636218,2036.0,1.0,79.68
1322.9399463011573,1947.0,1.0,82.42
1323.125240973159,2183.0,1.0,81.59
1326.3719387457704,1946.0,1.0,77.62
1327.2588890793581,2219.0,1.0,74.94
1328.1124218934278,2264.0,1.0,84.93
1333.400034462194,2096.0,1.0,82.89
1338.0712586390314,1945.0,0.0,77.78
1338.537091541862,2482.0,1.0,79.45
1339.052494378679,2056.0,1.0,78.55
1339.3894814161554,2197.0,1.0,81.89
1342.1106997328218,2279.0,1.0,78.07
1346.1742209726951,2769.0,1.0,76.02
1348.711590822715,2194.0,1.0,81.08
1351.315995103085,1851.0,0.0,79.17
1352.4685846922716,2571.0,1.0,78.01
1352.6125725954553,2367.0,1.0,79.28
1355.1838199946362,2002.0,1.0,78.16
1356.4696050783132,2354.0,1.0,80.06
1360.8439482266851,1827.0,0.0,80.54
1361.0377742421,2264.0,1.0,79.64
1362.4909121950973,1851.0,0.0,77.68
1363.2822299736335,2061.0,0.0,79.31
1365.273735770917,2096.0,1.0,79.86
1365.431465407021,2180.0,0.0,80.74
1365.6655418589182,2151.0,1.0,80.48
1369.4666575601996,2045.0,1.0,79.88
1371.559051994466,2160.0,1.0,82.4
1371.8728257522685,1970.0,0.0,75.56
1372.160198406737,2016.0,1.0,80.52
1372.912018218036,2458.0,1.0,80.45
1374.5243738024287,2175.0,0.0,77.63
1375.757567859959,2182.0,0.0,78.88
1376.477009315505,2467.0,0.0,82.59
1378.5300304666641,2499.0,1.0,79.09
1378.6955211846946,1760.0,0.0,76.76
1380.9334682700035,2050.0,1.0,80.14
1383.0204879840546,2087.0,1.0,77.01
1385.4125432087762,1832.0,1.0,82.29
1385.683788155983,1945.0,1.0,77.2
1386.2368412371734,2201.0,1.0,77.09
1386.6907343986968,2210.0,1.0,81.84
1390.8181174101176,2517.0,1.0,83.16
1391.1237740363288,2118.0,0.0,78.91
1391.2508538882016,2028.0,0.0,80.41
1391.4358756545555,1980.0,0.0,79.34
1392.0079246470507,2225.0,0.0,80.22
1393.778724625226,2057.0,1.0,80.65
1394.069933756536,2032.0,0.0,78.98
1395.901779092311,2363.0,1.0,78.42
1396.3395115973826,2266.0,0.0,78.74
1396.5600619279487,2449.0,1.0,81.32
1396.8220074819199,2305.0,1.0,79.79
1398.8209849233986,2097.0,0.0,78.54
1399.8625754364557,1973.0,0.0,76.65
1401.6065201563538,2139.0,1.0,77.83
1403.5857141276476,2419.0,1.0,76.1
1404.6038040455808,2312.0,1.0,80.08
1406.824762284959,2073.0,0.0,77.1
1408.349409477064,2546.0,1.0,81.8
1408.4200448072309,2242.0,1.0,78.41
1408.5434610362095,1588.0,0.0,80.51
1410.3955757872068,2057.0,1.0,78.04
1411.4533660727152,2078.0,1.0,78.31
1412.119920818211,2508.0,0.0,81.03
1414.438989254422,2124.0,1.0,80.06
1416.3736539195088,2394.0,1.0,77.91
1416.442111238433,2218.0,0.0,78.34
1416.7304678494497,2226.0,1.0,80.83
1417.2419901081844,2002.0,0.0,81.28
1419.5803224773592,2552.0,1.0,76.18
1419.606793848853,2295.0,1.0,81.13
1420.7724323270204,2451.0,0.0,81.66
1421.6078080561047,2007.0,0.0,82.25
1422.0050115291083,2058.0,1.0,79.07
1422.254690374987,1939.0,1.0,82.32
1422.707230428744,2023.0,0.0,79.8
1423.319232576139,1480.0,0.0,76.7
1423.8954437427808,2100.0,1.0,79.75
1423.9059267168836,1931.0,0.0,81.66
1425.4377341138077,1852.0,0.0,83.15
1425.6933153388472,2002.0,0.0,82.49
1426.3512879828381,2733.0,1.0,79.35
1428.1709174132848,2095.0,0.0,81.88
1428.2684724959688,2082.0,0.0,79.4
1430.3731109768228,2132.0,0.0,78.82
