firm,firmsize,treated,shrimp1,shrimp2,shrimp3,shrimp4,shrimp5,shrimp6,shrimp7,shrimp8,shrimp9,shrimp10,shrimp11,shrimp12,shrimp13,shrimp14,shrimp15,shrimp16,shrimp17,shrimp18,shrimp19,shrimp20,shrimp21,shrimp22,shrimp23,shrimp24,salmon1,salmon2,salmon3,salmon4,salmon5,salmon6,salmon7,salmon8,salmon9,salmon10,salmon11,salmon12,salmon13,salmon14,salmon15,salmon16,salmon17,salmon18,salmon19,salmon20,salmon21,salmon22,salmon23,salmon24,bycatch1,bycatch2,bycatch3,bycatch4,bycatch5,bycatch6,bycatch7,bycatch8,bycatch9,bycatch10,bycatch11,bycatch12,bycatch13,bycatch14,bycatch15,bycatch16,bycatch17,bycatch18,bycatch19,bycatch20,bycatch21,bycatch22,bycatch23,bycatch24
11.0,7.0,0.0,46207.28508455242,46824.22909031912,46068.53127304375,48141.12686776821,48272.99018925087,46219.40212623287,46036.06486545281,48922.510485510655,46136.98407802574,47125.40873016414,48840.75639467671,47951.457223239144,47394.47818069813,50382.0362468835,49866.695657787415,45070.460680211174,48139.03189649081,48482.8707992144,48894.95989251308,49669.85693320577,51453.15089716113,47365.181539645244,47384.154081827095,48209.76905802803,104455.38665939096,104452.21789737948,104672.56146849219,104322.14856512863,104781.24444571139,104937.07475810056,104668.2710869795,104973.8839335074,104918.27414083174,105081.80336861876,104825.08003789333,104918.26694253665,105068.55145051052,105103.9712764721,105233.08229977473,105084.54774427386,105236.17272162066,105202.62177557942,104913.67129177271,105199.728371936,105554.57227646971,105657.14503694265,105797.08451978063,106050.58111142795,98555.18495431024,99192.76867350674,98535.23669145266,100427.63997301713,100793.9130739839,98822.11792574929,98491.3639492107,101546.59860135183,98743.86511733601,99795.55100882266,101386.2986122727,100525.73816925305,100056.80511231508,103074.53753215644,102621.42734931482,97746.742100328,100883.28537476272,101211.08748609673,101480.87326018012,102387.66042146232,104372.70070449634,100345.9460911437,100411.3128868402,101389.05522675368
12.0,15.0,1.0,123564.28962552574,124225.64700747991,118748.7551497471,123754.0098463493,125824.85933685733,122982.64149907384,116117.76423256763,125914.36271735295,118883.18060141338,122957.23335149864,130948.7882671462,121749.58569033122,129449.63091821318,117961.91186690846,127937.24078695998,123169.0505979913,120847.09855299967,128202.33888878848,128415.37523712682,124307.54615858372,127415.56146800327,127428.80394063794,128137.81207296513,128468.6953143248,218311.77246101518,218587.3333991629,218513.33186307925,218659.59931442208,218562.77645131238,219626.3893802668,219155.14812029456,219289.8082166136,219949.1110047139,220054.10416085314,220163.8799259681,220215.01995426888,220130.50193390125,219681.1980476944,220562.98381363263,220642.19160025642,221097.05251166914,221301.2777871414,221796.50887935216,221205.9357552964,221069.4297297895,221764.68875175278,220669.0190850712,222223.73131609903,232878.0810880737,233663.6646157607,228135.81772838114,233231.79551371068,235263.50609074836,232931.91372834303,225851.14938147765,235712.89165939545,228990.54027595048,233115.595051976,241175.76539867997,231997.24911026,239659.953800065,227954.11035214018,238381.12032274902,233629.1097319682,231542.44878389227,238985.27077533977,239456.6936527291,235050.5419665108,238099.28746784426,238456.00133422398,238610.50317868806,239712.86583834628
13.0,11.0,1.0,94761.52528178389,92556.41470939267,92119.71885988099,94011.27573893183,91012.56639443766,92454.13107232982,89620.75091606623,93339.06388004987,91903.53929166376,87164.75256475658,95105.4472419267,93443.71410747468,95806.8051612024,95242.21559702595,92347.76572522003,93894.4362861073,92338.50633063028,93324.48472579122,93366.2202904368,96356.0729308229,93939.51039343343,95771.25884907035,93871.44139767591,97131.29771121667,174117.89592887682,174215.8390763425,174442.7331943816,174614.31013540292,174039.67669625013,174747.69418949742,174670.48347321805,175519.41440063203,174943.43185044453,175271.33010823448,175267.4944317602,175405.0773960855,175678.3741352773,176444.27654499892,175323.62488984625,176501.5036657875,175604.95938069152,176003.32314327787,176767.47832261093,176525.51922906013,177013.10049119935,176855.4526036372,177058.53303585158,177348.5734236581,182008.4102523061,179857.47291811422,179528.24420971057,181511.72567538742,178244.94178688247,180016.3894475395,177138.1394948514,181315.17824696322,179569.05524674518,174998.18289263517,182962.71213343236,181344.782957279,183847.64169618994,183647.11595773697,180223.54799112864,182329.01477407498,180354.1644714711,181518.02244845478,181947.28203156387,184818.0438915393,182651.41017071006,184414.87277916964,182604.44358200429,185983.0413469475
14.0,5.0,1.0,37066.6758401221,35554.92916693708,36516.6583329228,34908.24594164231,34900.466607190385,37698.97326372597,34054.731844214766,36225.8303527361,35137.73209965623,36243.46470464969,37192.4045277665,38311.83765236996,38838.05833182109,36833.504362961205,36745.82542354539,37940.476516483526,38595.90424430489,38459.07416644559,36242.499018240436,39055.66642176556,36297.29766606207,38507.566917617056,39592.06114872705,37762.28582762201,76733.55222860488,76484.83364910951,76648.55226383147,76690.88644601933,76711.0808911735,77084.83931448287,77018.93489665027,76981.11358739699,77183.54747483104,76997.64112146765,76918.94079358317,77237.03959190576,77377.21444986136,77337.24477571902,77479.4476451058,77302.63392767587,77083.09677926566,77403.63222211444,77344.94000200236,77583.89296222481,77788.98017167796,77717.58248884502,77598.25365250923,77762.95569436382,75591.73854813253,73977.30032190737,75007.3409713008,73402.07156282259,73426.90133174634,76393.73970667542,72718.30412766377,74883.17529369668,73893.33838740556,74889.99688930828,75822.78943484121,77090.18712553888,77694.46037985537,75663.87233252202,75655.6061612792,76762.250889882,77299.89246478626,77315.90263193019,75091.33189816066,78011.9361594114,75341.92194501428,77543.1246308928,78547.0546479747,76793.94531430658
15.0,9.0,1.0,56484.29032789451,54197.27376081633,57093.687235312354,54135.75219468078,53402.256405564265,56606.48511435026,57556.55580488881,55869.8249886595,57658.4714567112,53650.86160043108,58298.88841386526,53557.11162145788,59748.13545086644,56808.83149126449,58450.6745593489,59060.361204532914,60018.882228285176,58881.97543898331,58639.68048120182,61192.58802094206,58133.27802985747,60088.75052319092,56245.38728149183,60336.126456966726,136325.0757019914,136013.83982647577,136261.96053122342,136735.69252951,136789.79702448728,137296.67869990703,137215.10082649207,137959.49534181727,137085.22760979403,137536.40330293914,137654.78819203872,137868.14198103556,137655.77428800007,138071.89983411628,137911.99665643153,138057.9941411677,138202.2796427389,138628.9859607259,138394.71111052463,138171.8276484099,138528.01609881668,138897.96506117476,139373.09633428082,139314.3562368721,124725.73923405007,122304.54361331294,125324.01939486506,122576.89850365641,121890.37747888488,125337.45844094282,126271.37334484454,124936.84835678003,126289.96725090963,122519.13490596335,127216.05693537078,122549.75129493278,128655.61952387908,125925.69427927514,127496.74815575176,128175.23326528838,129215.27572271171,128274.54153048275,127937.51357906987,130359.27246222516,127477.91191021506,129650.70184083084,126035.36383027364,130100.49459154413
16.0,14.0,1.0,115373.60581176695,112993.97322372199,111442.45174734949,107961.61272411206,110009.79441191448,110540.8045150535,110632.0726938898,111975.95032831,108551.86880454872,112043.1281250985,119041.03755273926,112695.13655641535,112163.3007709294,120054.57233167755,116188.91873485787,114761.44160864898,113585.2874713934,117912.69454879299,113888.9496083601,113636.74687188194,116006.62600755485,116252.28867682215,121087.02133148913,118254.6955851074,207539.8448195934,207039.94819711774,207270.4150707658,208147.73071443138,207225.35791416749,208305.4395266609,208395.3046278506,208590.50730964582,208792.9366018024,208145.25502266266,208422.18225159842,209030.95008110278,209590.8724163455,210210.8796634471,209332.9121545923,209647.35021363237,209967.27486852417,210116.6581519376,210092.42898139573,210315.38361644142,210471.14560867895,210447.79594377533,211093.2314605552,211339.22842801383,219283.28904657398,216659.93699126435,215223.3829766574,212207.76917144874,213774.57708665414,214854.77065379298,214987.72501338104,216408.883696557,213085.9245755531,216264.2519158197,223377.6496009523,217353.57722752137,217104.08793963178,225301.68773069157,221010.42858522592,219723.74356339642,218718.579799269,223131.72465963406,219079.95694611038,218938.90465697797,221390.02606983413,221640.90961728824,226778.7161351511,224077.49062941776
17.0,10.0,1.0,84898.35719174962,79015.51548900008,81720.04102474145,82360.25282074955,83159.15373375893,77582.6109425907,84416.17621037149,79835.98382225755,79617.17103967631,87713.33960190954,81657.44385404619,80350.15653136649,79862.93684579353,82070.5906110954,84951.8332452326,83613.21199343214,87358.35169652977,85843.29540253092,86418.4166942159,84001.87417824678,87561.46609748711,89325.82376406204,84029.684042103,84461.41240847117,155863.04112162962,155508.40493007033,155352.76338186156,155849.63997116243,155921.1874294499,156304.60901877904,156014.11162560934,156353.1292003929,156298.7261387892,156766.00127169615,156944.6019687194,156788.9052101569,156789.55776204276,157427.83645154187,156910.92092754215,157057.3186366622,157388.00509172303,157024.04197082488,157741.29719193187,157734.71796770647,157995.03925924178,157180.32617266834,158120.0402599047,157776.35892339732,162919.7617448236,156872.96968143526,159499.61513770357,160365.5428310039,161227.05106939914,155849.75037333745,162521.3434785388,158111.7121677136,157876.14713714024,166192.66472607854,160224.93365307892,158832.77463606396,158351.45872313634,160892.16013366778,163510.0983736993,162242.11446647983,166153.77514853762,164459.44337583354,165401.12563622952,162971.9356662404,166667.39286428038,168029.77800616046,163206.15983427208,163463.77636486205
18.0,1.0,0.0,6970.261601603247,6724.33531167828,7269.822679759059,6984.054862835357,7289.479308952596,6613.382341845934,7372.341047239477,7033.653073341341,7123.49227647843,7040.595651343608,6721.582891424833,7107.415926905734,7223.6357183901555,6893.155757405665,6877.4570166613,7294.879342927984,6763.043734525896,7303.618599501221,7486.495672367987,7257.552036669561,7172.885184537987,7303.274812411875,6991.798127387051,7212.434129770989,14958.6975653639,14925.086832391138,14921.763197482825,14961.427712661185,15002.415538151083,14962.925663481055,15090.289967902874,15055.73730227311,15060.516421418291,15036.918252491707,15090.470713351193,15085.619139562383,15032.22076660001,15170.51407358384,15158.532814034512,15144.94719422366,15087.441819776242,15183.11331485347,15207.12789893697,15224.040263979838,15257.942283668697,15265.528925426503,15367.078180079037,15203.901508029998,14606.6357446684,14358.770606709419,14890.374449259865,14649.833507507688,14973.878408598639,14268.180851048646,15097.640747350313,14727.507662187421,14825.11312696937,14736.399297399428,14446.463815741025,14814.931139051841,14899.141673957358,14635.236438990032,14615.663529153515,15040.723216563087,14478.22621420903,15073.548731096806,15263.65045350465,15026.397229005346,14961.556543158471,15093.436637378905,14833.126566173843,14984.08849997257
19.0,10.0,1.0,88075.33435345613,88272.39447175188,86869.99964409317,89669.392440893,89096.2021398967,90987.52221795813,90470.2275346542,89093.77981323643,84875.47176297364,89394.40343595223,87264.39081184157,88992.62918974741,88509.45997206797,86733.2548509216,91033.32634466408,89256.70520838031,93303.05689588461,89036.02732174518,88587.63934332426,93033.79272373368,89159.25645131664,90346.23531788524,89444.41363035708,88706.10719465089,152530.08322975415,152701.5815568211,152647.6822395389,152608.5047950908,153024.87852624178,152972.12214797793,153595.91742914077,153168.67863877915,153933.52869124996,152634.48751644924,153252.21173563172,153532.92206023226,153376.56957065218,153927.84141463606,153891.67645409537,154061.8953539844,153371.52591708282,154432.42068487412,153813.10684514185,154177.9183413719,154175.49231731362,153964.07492828785,154507.37804781544,154621.04379940988,164496.58422858905,164789.6940867261,163341.27090765478,166131.67241811298,165762.15304886957,167624.42595439067,167427.22718213516,165811.84083516887,161993.0657497772,165859.39903348737,164049.66219903145,165915.56759109805,165356.6422038928,163856.22864852697,168146.21469833318,166439.53808509017,170151.33166565353,166408.7519359082,165642.0728240099,170276.41212534433,166405.5294271904,167486.1159342414,166851.93446698636,166179.08604447654
20.0,23.0,1.0,221300.8114983368,220423.66115987103,219243.2839811845,217150.56388259446,220265.979223699,223159.2552847896,218781.0103426245,221726.21708173724,227934.27080043295,221386.8092958501,227566.19729106085,224669.10856155405,230422.47271233652,227837.29717136783,224175.91456789887,235758.41934413763,229520.54034248885,229703.94540820707,224175.81513449154,225387.83353431302,228175.09352400716,227407.11981959885,226706.50978977085,228937.78242647814,336241.4233111248,337081.9800238215,336543.9563803264,336302.9625471973,337510.2557837987,337988.2977456641,337040.2697861273,340001.1704082654,338323.6160273269,339327.5464150555,338981.4495972332,339233.63937310554,338651.2300584535,339773.87102371006,339371.2817562151,339915.91577082983,339326.5174950556,340375.8852086022,339956.0063785842,340757.95726210094,339637.8708409976,341273.90821344143,340949.297755213,341438.72849370487,389526.3710603984,389042.5991001871,387596.1411467468,385396.5914380114,389134.77642522193,392256.9875812593,387394.1824045782,391833.7161456534,397196.02785341156,391158.604001904,397151.7540370443,394401.8558107478,399845.9529476036,397830.57626843284,393962.05827853136,405813.8163456369,399292.28386290435,399993.8531632255,394258.5900115065,395850.2247463998,398102.95345249906,398141.62997721223,397273.71324091236,399759.7312729093
21.0,1.0,1.0,10782.800635687066,10427.249511615062,9858.69836767876,10035.850376478922,10103.444898653634,10309.212254979255,10203.60794853127,10368.833729267722,9939.428704633165,10473.152895718082,10230.178050050003,10766.148754900023,10442.63356839789,10526.258163892018,10433.024069158484,10535.166849081745,10608.570397124258,10032.67426048457,10067.718055371652,10621.910646719443,10594.910435696915,10587.14956540998,10703.543986226183,10401.694848438254,15055.583731075523,15096.815215948065,15135.943915253247,15153.764678699426,15150.21124210783,15122.053153467588,15097.167966397717,15148.68847584517,15127.942457545985,15124.27198563127,15182.908516089225,15213.577409028632,15142.45183843162,15210.989202060067,15171.723189229813,15236.065936846597,15229.97838995244,15209.464700093426,15200.611184899084,15230.505510589295,15207.844354281659,15209.612918287381,15177.031914469093,15240.93652443814,18340.445450952222,18025.061254080694,17446.12341166331,17662.512533718607,17725.56378110873,17914.553606168352,17802.127831344074,17998.045101957094,17540.168690003804,18070.32783551515,17854.625611453368,18406.409950386518,18063.83758086394,18159.4705666513,18051.356315074652,18201.227186995802,18259.969405486077,17686.890649778554,17721.984674998865,18276.27831438669,18233.776594790248,18225.18405139254,18328.80795438848,18047.416135874802
22.0,7.0,1.0,59874.14468630794,59300.4006001489,58297.91581589044,58717.42793401061,57066.29630642569,59327.328362878165,61443.93590776748,60272.18242305243,60399.018350928935,56131.797935594404,60964.5912337424,59024.22567278498,58612.702731811485,60048.03124081039,59787.41792336316,60571.16789858082,59733.119188303994,63123.87123139045,58580.988357065566,58898.9657656631,62324.41218966051,62370.084342406204,63432.95134248233,58826.84742799643,108389.39774596294,108169.20306910135,108222.31760792543,108018.53003459082,108180.92779465578,108228.93696578815,108566.56143312102,108636.97509191588,108838.80771633553,108729.16410771634,108997.1850931652,108958.7920912649,109189.854356634,109381.0862412428,109273.86945389718,109383.07961197781,109253.17992880933,109377.53050125697,109554.59018065059,109454.2931273449,109646.41358016209,109795.61223966909,109745.402503142,109908.55967126401,114059.94427845292,113406.84497715169,112423.72628467588,112731.49951276214,111150.14305067758,113438.58073677625,115725.2376581932,114609.97488429853,114814.21842629879,110507.52798112655,115465.94792618036,113514.99881205274,113222.2744297868,114749.5238527575,114438.45906042286,115280.30613791087,114379.66835560971,117823.5984586124,113358.49664976721,113622.33143318309,117139.31073609387,117267.44101766945,118306.60160341274,113784.50630041801
